ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
SKX,2022-09-30,USD,883935000,1873267000,1748396000,994432000,129971000,753964000,NA,753964000,NA,-5100000,5100000,5100000,1878367000,-15139000,NA,38656000,106384000,20498000,5100000,94334000,57344000,111484000,150140000,85886000
SKY,2022-09-30,USD,274106000,808799000,619434000,532719000,190191000,83915000,NA,86715000,NA,1974000,2059000,85000,806825000,0,4200000,2800000,192165000,48073000,NA,144092000,138797000,190191000,195050000,144092000
SKYT,2022-09-30,USD,8277000,52326000,44049000,44049000,-5081000,10778000,2580000,13854000,NA,-1331000,NA,1331000,0,NA,6635000,496000,-6852000,87000,1331000,-6499000,-6939000,-5521000,-5025000,-6939000
SKYW,2022-09-30,USD,466206000,773933000,307727000,650111000,75576000,3700000,NA,713867000,6348000,-33283000,6348000,33283000,789443000,8112000,NA,NA,56753000,8381000,33283000,48372000,45748000,75576000,90036000,48372000
SKYX,2022-09-30,USD,2642,8556,5914,5914,-5606477,5609119,NA,5609119,NA,-52189,NA,52189,8556,NA,24484,147710,-5658666,NA,52189,-5658666,-5772110,-5606477,-5458767,-5658666
SLAB,2022-09-30,USD,165585000,269817000,104232000,104232000,30223000,50738000,84624000,135362000,NA,-1527000,4672000,1527000,269817000,6491000,5953000,14087000,70374000,14188000,1527000,20999000,18587000,30223000,50801000,56186000
SLCA,2022-09-30,USD,70786000,398639000,327853000,291520000,58860000,33933000,NA,68433000,NA,-20174000,NA,20174000,418813000,3576000,31600000,2400000,42330000,10259000,20174000,32003000,29536000,62504000,64904000,32071000
SLDB,2022-09-30,USD,-7426000,0,7426000,299000,-21132000,7127000,14005000,21132000,NA,NA,NA,NA,NA,NA,438000,1656000,-20410000,0,NA,-20410000,-20484000,-21132000,-19476000,-20410000
SLDP,2022-09-30,USD,-1519000,2813000,4332000,3544000,-15599000,4294000,9710000,18412000,1777000,-12000,1777000,12000,NA,1351000,NA,38000,-12483000,-84000,12000,-12399000,-14945000,-12471000,-12433000,-12399000
SLG,2022-09-30,USD,142718000,212456000,69738000,87510000,76431000,21276000,NA,66287000,29513000,-21824000,18729000,40553000,0,-19764000,NA,48462000,11015000,-100000,40553000,88323000,60094000,51568000,100030000,11115000
SLGC,2022-09-30,USD,-9523000,41713000,51236000,145000,-40612000,51236000,19419000,82325000,NA,0,2417000,0,0,7048000,NA,2508000,-33542000,-600000,0,-32964000,-32969000,-33542000,-29812000,-32942000
SLGG,2022-09-30,USD,1789000,4508000,2719000,2719000,-52081000,8043000,3827000,53870000,NA,-514000,NA,514000,4508000,-7000,NA,1712000,-52602000,0,0,-52602000,-52602000,-52081000,-50369000,-52602000
SLGN,2022-09-30,USD,307765000,1936702000,1825874000,1662680000,144571000,96680000,NA,163194000,NA,-33743000,NA,33743000,1970445000,NA,NA,63788000,185667000,46964000,33743000,138703000,81563000,219410000,283198000,138703000
SLM,2022-09-30,USD,59771000,257015000,197244000,NA,57771000,152292000,NA,2000000,NA,369510000,519911000,150401000,95103000,NA,4351000,2000000,104723000,29551000,150401000,75172000,45694000,255124000,257124000,75172000
SLNG,2022-09-30,USD,5716000,25620000,19904000,22019000,-88000,3658000,NA,5804000,NA,-199000,NA,199000,25819000,-28000,NA,2100000,-392000,-115000,199000,1024000,-1126000,-193000,1907000,-277000
SLNH,2022-09-30,USD,-3738000,6372000,10110000,10110000,-56143000,5686000,NA,5686000,NA,-1671000,NA,1671000,NA,NA,NA,5686000,-56690000,547000,NA,-56143000,NA,-53674000,-47988000,-55892000
SLNO,2022-09-30,USD,-2332000,NA,2332000,NA,-6235000,2332000,3771000,6235000,NA,101000,101000,NA,NA,101000,NA,492000,-6132000,NA,NA,-6132000,-6133000,-6235000,-5743000,-6132000
SLP,2022-08-31,USD,9057000,11734000,2677000,2677000,694000,7594000,769000,8363000,NA,-185000,439000,185000,-241000,198000,NA,850000,892000,-69000,185000,961000,947000,694000,1927000,961000
SLRC,2022-09-30,USD,46435000,15401000,1132000,1132000,19861000,2067000,NA,1873000,NA,22580000,35364000,12784000,NA,30799000,NA,NA,13528000,NA,NA,41234000,NA,13528000,26312000,13528000
SLRX,2022-09-30,USD,-10732032,NA,10732032,NA,-14488064,1832032,3790123,14488064,NA,78272,NA,78272,0,NA,NA,1668,-14409457,NA,NA,-14409457,-14488064,-14488064,-14407789,-14409457
SLS,2022-09-30,USD,-2753000,111000,2864000,0,-7146000,2864000,4282000,7146000,NA,111000,111000,NA,0,NA,NA,NA,-7022000,NA,NA,-7146000,-7146000,-7146000,-7146000,-7022000
SLVM,2022-09-30,USD,183000000,950000000,767000000,687000000,103000000,80000000,NA,80000000,NA,-18000000,3000000,21000000,968000000,NA,30000000,30000000,95000000,38000000,21000000,109000000,5000000,116000000,195000000,57000000
SM,2022-09-30,USD,645985000,835451000,189466000,159961000,622281000,28428000,NA,43708000,NA,-22825000,22825000,22825000,965135000,1163000,NA,145865000,600619000,119379000,22825000,481240000,481422000,623444000,769309000,481240000
SMAP,2022-09-30,USD,-253954,0,253954,253954,-253954,NA,NA,253954,NA,541215,541215,NA,NA,541215,NA,NA,287261,103155,NA,184106,NA,287261,-253954,184106
SMBC,2022-09-30,USD,7152000,29128000,21976000,NA,1454000,5296000,NA,5698000,NA,28508000,34997000,6489000,5514000,NA,1148000,402000,12046000,2443000,6489000,-17876000,7512000,18535000,18937000,9603000
SMBK,2022-09-30,USD,14644000,42848000,28204000,NA,10925000,2982000,NA,3719000,NA,36708000,42297000,5589000,6250000,NA,NA,2556000,14754000,3211000,5589000,11543000,-4616000,20343000,22899000,11543000
SMCI,2022-09-30,USD,347535000,1852130000,1504595000,9625000,220123000,53169000,74243000,127412000,NA,-3938000,NA,3938000,1861333000,7165000,NA,8547000,223316000,38900000,3938000,184450000,184019000,227254000,235835000,184416000
SMFL,2022-09-30,USD,2632664,5356985,2724321,2724321,16955,1760381,NA,2615709,NA,-426573,NA,426573,NA,NA,NA,1375514,-1947721,NA,NA,-1947721,NA,-1521148,-145634,-1947721
SMFR,2022-09-30,USD,13549000,83028000,159911000,69685000,-90816000,89314000,13354000,103580000,996000,-806000,996000,806000,NA,2000,NA,912000,-77646000,-65000,806000,-77581000,-77581000,-76840000,-75928000,-77581000
SMG,2022-09-30,USD,-70800000,493600000,475400000,475500000,-223900000,118400000,10000000,118400000,NA,-34900000,49100000,35000000,NA,1500000,17800000,-10700000,-271600000,-51600000,NA,-220000000,-239900000,-236600000,-247400000,-220000000
SMID,2022-09-30,USD,2082000,11956000,9874000,9874000,4000,2078000,NA,2078000,NA,-69000,3000,69000,159000,-11000,NA,727000,-7000,-12000,69000,5000,5000,62000,789000,5000
SMLR,2022-09-30,USD,21585000,22723000,1138000,1138000,4467000,7198000,1244000,8442000,NA,137000,137000,137000,13965000,-3000,NA,153000,4601000,926000,NA,3675000,3675000,4467000,4620000,3675000
SMMF,2022-09-30,USD,17392000,38308000,20916000,NA,15089000,1949000,NA,2303000,NA,34113000,42451000,8338000,4887000,NA,897000,354000,18279000,3856000,8338000,14423000,10222000,26617000,26971000,14423000
SMP,2022-09-30,USD,106784000,759090000,349888000,274589000,33615000,73199000,NA,75299000,NA,-3656000,3656000,3656000,762746000,1513000,NA,2100000,17126000,8280000,3656000,23140000,4879000,20782000,22882000,8846000
SMRT,2022-09-30,USD,1183000,47502000,46319000,92638000,-26665000,20238000,7610000,27848000,NA,506000,506000,506000,47502000,290000,NA,1047000,-25869000,81000,NA,-25950000,-26443000,-26665000,-25618000,-25950000
SMSI,2022-09-30,USD,8070000,10803000,12493000,3629000,-8317000,7319000,7523000,16387000,NA,-896000,NA,696000,11699000,-29000,NA,1849000,-5785000,27000,NA,-5812000,-5812000,-8317000,-6468000,-5812000
SMTI,2022-09-30,USD,10816010,13044571,2228561,129689,-3122453,12062195,1061387,13938463,NA,-109689,NA,109689,13044571,-109689,106347,814881,-3232142,-1702890,109689,-1529252,-1470460,-3122453,-2307572,-1529252
SNA,2022-09-30,USD,1191700000,1189800000,-1900000,569900000,289900000,NA,NA,11800000,4600000,-11800000,4600000,11800000,1095400000,13100000,17200000,7200000,285600000,61700000,11800000,229500000,99300000,297400000,304600000,223900000
SNAP,2022-09-30,USD,656386000,1123143000,466757000,466757000,-435242000,532703000,564258000,1272424000,18445000,-5425000,18445000,5425000,1128476000,71961000,NA,20900000,-350261000,9241000,5425000,-359502000,-372930000,-344836000,-323936000,-359502000
SNAX,2022-09-30,USD,1384414,6170468,4786054,39280,-4748479,4580337,NA,6132893,NA,-189794,NA,189794,6220748,-43470,457657,60584,-4967099,507,189794,-4967606,-4967606,-4777305,-4716721,-4967606
SNBR,2022-09-30,USD,303087000,540566000,237479000,237479000,12642000,275659000,14786000,290445000,NA,-5606000,NA,5606000,540566000,NA,NA,17367000,7036000,2003000,NA,5033000,5033000,12642000,30009000,5033000
SNCE,2022-09-30,USD,-20417000,16225000,36642000,12157000,-25263000,24485000,NA,24485000,559000,559000,559000,NA,16249000,NA,NA,4870000,-23528000,0,NA,-23528000,-23403000,-25263000,-18658000,-23528000
SNCR,2022-09-30,USD,23875000,61854000,37979000,22440000,1280000,15338000,12911000,28523000,20000,-3463000,20000,3463000,64633000,4437000,NA,7726000,2135000,1115000,3463000,-1278000,-12276000,1280000,11026000,1020000
SNCY,2022-09-30,USD,69001000,214207000,145206000,79718000,15391000,6827000,NA,6827000,1610000,-7493000,1610000,7493000,221700000,3422000,NA,17182000,12930000,2253000,7493000,10677000,10115000,20423000,37605000,10677000
SND,2022-09-30,USD,11429000,71592000,60163000,60163000,3777000,3542000,NA,7652000,NA,-5000,NA,5000,466000,148000,6498000,556000,3514000,831000,5000,2683000,2417000,3777000,4075000,2683000
SNDA,2022-09-30,USD,45245000,60787000,15542000,43123000,-3729000,5851000,NA,48974000,44000,-8205000,44000,8205000,0,-6000,NA,9691000,-13739000,0,8205000,-13739000,-13739000,-5534000,4157000,-13739000
SNDR,2022-09-30,USD,1027700000,1675300000,647600000,203400000,145400000,0,NA,169800000,NA,-2100000,800000,2100000,11400000,23600000,NA,88200000,167700000,41900000,2100000,125800000,124400000,169800000,258000000,125800000
SNDX,2022-09-30,USD,-9988000,NA,8240000,NA,-35141000,8240000,26901000,35141000,1781000,-1748000,1781000,1748000,NA,-295000,NA,8000,-35403000,NA,1748000,-35403000,-35673000,-35141000,-33647000,-35403000
SNES,2022-09-30,USD,122000,250000,128000,128000,-2619000,2289000,452000,2741000,1000,0,1000,0,NA,-28000,NA,35000,-2646000,NA,0,-2646000,-2646000,-2619000,-2584000,-2646000
SNEX,2022-09-30,USD,583400000,16381000000,15797600000,15797600000,399600000,81100000,NA,177900000,NA,29100000,106700000,77600000,1140800000,NA,NA,26700000,66400000,14100000,77600000,52300000,17300000,144000000,170700000,52300000
SNFCA,2022-09-30,USD,30981205,83477220,52496015,1200481,-21197538,41000467,NA,41000467,-4249015,-2136763,2570511,2136763,26237417,NA,NA,NA,-3302344,-949159,2136763,-2353185,-12994498,-1165581,21688992,-2353185
SNGX,2022-09-30,USD,36700,166140,129440,4793,-3081244,1326249,1791695,3117944,NA,-215146,NA,215146,-12613,NA,NA,13026,-4463938,-1154935,NA,-2154068,-3294600,-3081244,-3080831,-3309003
SNMP,2022-09-30,USD,2048000,6969000,4921000,6731000,-2873000,2078000,NA,4921000,NA,-14466000,NA,14466000,7000000,45000,NA,2737000,-15990000,24000,14466000,-16014000,-16014000,-1524000,1213000,-16014000
SNOA,2022-09-30,USD,1336000,3331000,1995000,1995000,-731000,2067000,0,2067000,NA,3000,NA,3000,3331000,NA,NA,28000,-917000,100000,NA,-1017000,-1051000,-731000,-886000,-1017000
SNOW,2022-10-31,USD,366307000,560028000,562760000,190721000,-206019000,360939000,211387000,572326000,NA,21857000,21857000,NA,557028000,-13271000,6600000,11100000,-196927000,4009000,NA,-201442000,-222764000,-206019000,-194919000,-200936000
SNPO,2022-09-30,USD,-13172000,270990000,284162000,182247000,9608000,89379000,NA,101915000,NA,-10244000,NA,10244000,281234000,-620000,NA,12536000,-1248000,-238000,10244000,-1018000,-3883000,8996000,21532000,-1010000
SNPX,2022-09-30,USD,-1682512,NA,1682512,NA,-4849718,1682512,1484694,3167206,NA,140730,140730,NA,NA,NA,NA,2810,3026476,NA,NA,-3026476,-3026476,-4849718,2810,-3026476
SNRH,2022-09-30,USD,-435333,1827530,435333,NA,-515744,435333,NA,435333,NA,NA,NA,NA,NA,NA,NA,NA,2860786,373195,NA,2487591,2487591,-515744,-515744,2487591
SNSE,2022-09-30,USD,-4761000,NA,4751000,NA,-13941000,4751000,9190000,13941000,515000,-10000,515000,10000,NA,20000,NA,191000,-13416000,0,10000,-13406000,-13409000,-13406000,-13215000,-13416000
SNTI,2022-09-30,USD,1766000,1766000,NA,NA,-17085000,10795000,8056000,18851000,NA,542000,542000,542000,NA,-97000,NA,2976000,-16640000,NA,NA,-16640000,NA,-17085000,-14109000,-16640000
SNV,2022-09-30,USD,-24007000,288207000,312214000,NA,-99819000,72756000,NA,75812000,NA,477919000,551299000,73380000,104298000,NA,NA,2100000,262626000,59582000,73380000,203044000,-304565000,336006000,338106000,203044000
SNX,2022-08-31,USD,916030000,15356085000,14440055000,14440055000,241534000,628078000,NA,674496000,NA,-52119000,52119000,52119000,15356085000,-1852000,NA,101517000,187563000,38728000,NA,148835000,-175227000,241534000,341199000,148835000
SO,2022-09-30,USD,8015000000,8378000000,363000000,3362000000,2193000000,352000000,NA,343000000,NA,-511000000,483000000,511000000,7116000000,132000000,NA,11000000,1886000000,414000000,511000000,1487000000,1500000000,2193000000,2204000000,1472000000
SOBR,2022-09-30,USD,4784,9734,4950,4950,-2782208,2027450,459847,2786992,NA,-201943,NA,201943,0,NA,NA,99366,-3098690,0,38,-2782208,-2782208,-2896747,-2797381,-3098690
SOFI,2022-09-30,USD,-157534000,464174000,581519000,83083000,-555635000,288328000,110702000,398101000,NA,157850000,198039000,40189000,266135000,NA,NA,40253000,-74451000,-242000,40189000,-74209000,-75798000,-34262000,5991000,-74209000
SOFO,2022-06-30,USD,4558000,6456000,6230000,1907000,-1670000,4304000,1924000,6228000,NA,-9000,-9000,0,6465000,-161000,NA,19000,-1840000,-337000,0,-1503000,-1636000,-1670000,-1821000,-1503000
SOHO,2022-09-30,USD,-1494157,34988308,36482465,29389932,3288996,2387727,NA,7093748,40581,-4224387,40581,4224387,39212695,40581,NA,4704806,2036131,12474,4224387,1972563,2023657,6260518,10965324,2023657
SOI,2022-09-30,USD,22225000,92325000,70100000,64171000,13985000,5929000,NA,5929000,NA,-141000,-112000,29000,89376000,NA,NA,7716000,9738000,2332000,29000,11512000,7406000,13985000,17595000,7406000
SON,2022-09-30,USD,367146000,1863502000,1713467000,1523070000,181942000,164552000,NA,190397000,1148000,-26714000,25566000,26714000,1890216000,-1249000,NA,23823000,159053000,36824000,26714000,122502000,40381000,185767000,209590000,122229000
SOND,2022-09-30,USD,1254000,124526000,123272000,76884000,-61268000,46388000,6936000,101974000,NA,2877000,NA,-2877000,124526000,-5175000,NA,NA,-74083000,416000,-3239000,-74499000,-69666000,-61268000,-69971000,-74499000
SONM,2022-09-30,USD,3316000,20497000,17181000,17181000,-1929000,5144000,-135000,5245000,NA,-21000,NA,21000,20367000,-185000,NA,165000,-1536000,72000,21000,-1608000,-1608000,-1515000,-1350000,-1608000
SONN,2022-06-30,USD,-2228068,52277,2280345,NA,-7867226,2280345,5648952,7929297,NA,NA,NA,NA,52277,NA,3212,23694,-7877020,NA,NA,-7867226,-7867226,-7867226,-7853326,-7877020
SONO,2022-09-30,USD,124099000,316290000,192191000,192190000,-60064000,44240000,67275000,184164000,NA,902000,1070000,168000,316290000,-8364000,NA,10805000,-67520000,-3453000,NA,124099000,-64318000,-67352000,-49635000,-64067000
SOPA,2022-09-30,USD,307935,2050264,1742329,614500,-10100376,10138135,19759,10408311,NA,-11277,41817,11277,NA,NA,34721,800000,-10062731,736,11277,-10063467,-9927322,-10051454,-9251454,-10063467
SOUN,2022-09-30,USD,18623000,21206000,2583000,2583000,-27008000,16259000,19352000,35781000,NA,-1166000,186000,1166000,22372000,-1050000,NA,170000,-28058000,864000,1166000,-28922000,-28922000,-26892000,-26722000,-28922000
SOVO,2022-09-30,USD,61817000,202228000,205064000,147090000,10643000,43965000,NA,51174000,NA,-6679000,-17465000,-10786000,208907000,NA,7209000,14009000,3964000,2500000,-10786000,1464000,2815000,10643000,7187000,1464000
SP,2022-09-30,USD,20300000,400900000,380600000,346200000,23800000,27200000,NA,34400000,100000,-3900000,100000,3900000,404400000,100000,NA,7200000,19200000,4900000,3900000,17600000,13700000,23800000,30300000,14300000
SPB,2022-09-30,USD,239500000,749500000,510000000,510000000,16500000,14800000,4700000,223000000,NA,-27000000,27000000,27000000,NA,-6700000,12400000,-27500000,22300000,7500000,NA,-24900000,-25500000,16500000,21800000,14800000
SPFI,2022-09-30,USD,25058000,61677000,36619000,NA,16582000,8476000,NA,8476000,NA,35102000,41108000,6006000,20937000,-39102000,NA,1769000,19420000,3962000,6006000,15458000,-11220000,25426000,25426000,15458000
SPG,2022-09-30,USD,836649000,1315786000,479137000,142497000,652196000,34886000,NA,367450000,NA,-187878000,39355000,187878000,NA,163086000,NA,301754000,539038000,8256000,187878000,815282000,547218000,652196000,953950000,539872000
SPGI,2022-09-30,USD,1799000000,2793000000,994000000,994000000,853000000,720000000,NA,1062000000,30000000,-71000000,NA,71000000,2863000000,37000000,31000000,267000000,753000000,145000000,-4000000,678000000,381000000,853000000,1120000000,608000000
SPH,2022-09-30,USD,62134000,222530000,160396000,135824000,-37661000,16794000,NA,124976000,NA,-15101000,15101000,15101000,237631000,-1137000,NA,14492000,-53899000,258000,15101000,-54157000,-50684000,-38798000,-24306000,-54157000
SPLK,2022-10-31,USD,728004000,929769000,201765000,201765000,-19792000,506401000,241395000,747796000,NA,-11228000,6700000,11228000,929769000,-3945000,11600000,13900000,-28265000,4355000,11228000,-32620000,-36106000,-19792000,-3137000,-32620000
SPNE,2022-09-30,USD,40510000,67147000,26637000,26637000,-14692000,47750000,6596000,58046000,NA,NA,NA,NA,NA,-419000,2500000,1800000,-15111000,389000,NA,-15500000,-15993000,-14692000,-12892000,-15500000
SPOK,2022-09-30,USD,27249000,33873000,6624000,6624000,3539000,12308000,2223000,16201000,NA,129000,129000,129000,33744000,98000,NA,828000,3766000,846000,NA,2920000,2652000,3539000,4723000,2920000
SPPI,2022-09-30,USD,-8135000,128000,8263000,NA,-21598000,8263000,13335000,21598000,NA,128000,128000,128000,NA,-443000,NA,53000,-21909000,16000,NA,-21929000,-21979000,-21598000,-21856000,-21925000
SPR,2022-09-30,USD,5500000,1276900000,1271400000,1194000000,4500000,69100000,9300000,86700000,NA,-2200000,500000,2700000,13400000,-42100000,84200000,8300000,-94700000,32900000,56800000,-127600000,-280600000,4500000,-83700000,-127600000
SPRB,2022-09-30,USD,-2876000,NA,2766000,NA,-11557000,2766000,8791000,11557000,NA,-110000,266000,110000,NA,NA,NA,159000,-11401000,NA,110000,-11557000,-11429000,-11557000,-11398000,-11401000
SPRO,2022-09-30,USD,-4426000,2006000,6432000,NA,-11834000,6632000,7360000,13840000,208000,208000,208000,NA,1082000,-23000,NA,446000,-11675000,NA,NA,-11675000,-11675000,-11834000,-11229000,-11700000
SPRY,2022-09-30,USD,-10275000,NA,10256000,NA,-18939000,10256000,8363000,18939000,NA,1075000,NA,1075000,-1094000,-1094000,102000,NA,-18958000,NA,NA,-18939000,-17939000,-18939000,NA,-17864000
SPSC,2022-09-30,USD,75881000,114486000,38605000,38605000,19690000,42058000,11135000,56191000,586000,NA,NA,NA,113335000,-130000,NA,2998000,18995000,3132000,NA,15863000,13686000,19690000,22688000,15863000
SPT,2022-09-30,USD,49995000,65278000,63414000,15312000,-14385000,48102000,16278000,64380000,728000,-29000,728000,29000,65307000,-160000,728000,5104000,-13846000,87000,29000,-13933000,-14109000,-13817000,-8713000,-13933000
SPTK,2022-09-30,USD,0,0,NA,NA,-222649,222649,NA,222649,901260,901260,901260,NA,0,901260,NA,NA,678611,141239,NA,537372,537372,-222649,-222649,537372
SPWR,2022-09-30,USD,105447000,475711000,370264000,370264000,12487000,87124000,6784000,92960000,NA,-4216000,144000,4216000,475711000,135368000,NA,2009000,142507000,3100000,4216000,139407000,139365000,146723000,148732000,139407000
SPXC,2022-09-30,USD,33600000,366800000,333200000,237400000,37300000,89100000,NA,95800000,1000000,-2600000,1000000,2600000,369400000,-24600000,NA,6700000,600000,-2500000,3700000,12500000,-13700000,3200000,9900000,3100000
SQ,2022-09-30,USD,1567089000,4515541000,2948452000,18506000,-48789000,881275000,548037000,1468292000,NA,-6042000,6754000,6042000,NA,18798000,32900000,37361000,-32000000,-17289000,NA,-18744000,-631434000,-48789000,-11428000,-14711000
SQFT,2022-09-30,USD,1564672,4391975,2827303,1434225,-2696856,1509139,NA,4261528,NA,-1382120,590586,1382120,1307258,590586,NA,1318164,-468757,294996,1382120,-3886052,351175,913363,2231527,-763753
SQL,2022-09-30,USD,0,0,489729,0,-918500,489729,428771,918500,NA,-17188,9981,17188,0,NA,24733,24733,-925949,NA,17188,-918500,-918500,-918500,24733,-925949
SQZ,2022-09-30,USD,-3467000,3452000,6919000,NA,-23098000,6919000,19631000,26550000,436000,436000,436000,NA,-1000,19000,NA,2851000,-22643000,0,NA,-22600000,-22643000,-23098000,-20247000,-22643000
SR,2022-09-30,USD,191200000,279800000,88600000,117700000,29800000,26200000,NA,284400000,NA,-34400000,34400000,34400000,314200000,-600000,NA,61100000,-5200000,1900000,34400000,-7100000,7900000,29200000,90300000,-7100000
SRC,2022-09-30,USD,85025000,182904000,97879000,7395000,41145000,14313000,NA,67182000,NA,-30435000,521000,30956000,0,0,NA,74600000,76901000,261000,30956000,76640000,114257000,107857000,182457000,76640000
SRCE,2022-09-30,USD,52889000,95053000,42164000,NA,44505000,8384000,NA,8384000,NA,68934000,76478000,7544000,22007000,NA,1130000,1130000,42435000,9698000,7544000,32745000,-22529000,49979000,51109000,32737000
SRCL,2022-09-30,USD,266200000,690300000,673200000,424100000,50600000,215600000,NA,249100000,NA,-19800000,NA,19800000,690300000,2300000,27200000,31500000,33100000,5100000,NA,28000000,-37100000,50600000,82100000,28000000
